name,city,country,iata,icao
Clark Regional Airport,Jeffersonville,US,,KJVY
Watonga Regional Airport,Watonga,US,,KJWG
John C Tune Airport,Nashville,US,,KJWN
Mid-Way Regional Airport,Midlothian/Waxahachie,US,,KJWY
Fox Stephens Field / Gilmer Municipal Airport,Gilmer,US,,KJXI
Jackson County/Reynolds Field,Jackson,US,JXN,KJXN
St James Municipal Airport,St James,US,,KJYG
Plantation Airpark,Sylvania,US,,KJYL
Hillsdale Municipal Airport,Hillsdale,US,,KJYM
Leesburg Executive Airport,Leesburg,US,,KJYO
York Municipal Airport,York,US,,KJYR
Charleston Executive Airport,Charleston,US,,KJZI
Pickens County Airport,Jasper,US,,KJZP
Farington Field,Auburn,US,,KK01
Greater Beardstown Airport,Beardstown,US,,KK06
Rolla Downtown Airport,Rolla,US,,KK07
Holly Airport,Holly,US,,KK08
Piseco Airport,Piseco,US,,KK09
Sam Riggs Airpark,Claremore,US,,KK11
Grand Glaize-Osage Beach Airport,Osage Beach,US,,KK15
Becks Grove Airport,Rome,US,,KK16
Montezuma Municipal Airport,Montezuma,US,,KK17
Albany Municipal Airport,Albany,US,,KK19
Cooperstown-Westville Airport,Cooperstown,US,COP,KK23
Russell County Airport,Jamestown,US,,KK24
Carrollton Memorial Airport,Carrollton,US,,KK26
Council Airport,Council,US,CIL,KK29
Heber Airpark,Gansevoort,US,,KK30
Sharon Airport,Sharon Springs,US,,KK31
Salem Memorial Airport,Salem,US,,KK33
Gardner Municipal Airport,Gardner,US,,KK34
Washington County Veteran's Memorial Airport,Washington,US,,KK38
Unionville Municipal Airport,Unionville,US,,KK43
Beaver Municipal Airport,Beaver,US,,KK44
Texhoma Municipal Airport,Texhoma,US,,KK49
Cook Airfield,Rose Hill,US,,KK50
Medicine Lodge Airport,Medicine Lodge,US,,KK51
Cpt Ben Smith Airfield - Monroe City Airport,Monroe City,US,,KK52
Thompson Pass Airport,Valdez,US,,KK55
Gould Peterson Municipal Airport,Tarkio,US,,KK57
Harold Krier Field,Ashland,US,,KK58
Amelia Earhart Airport,Atchison,US,,KK59
Moritz Memorial Airport,Beloit,US,,KK61
Gene Snyder Airport,Falmouth,US,,KK62
Council Grove Municipal Airport,Council Grove,US,,KK63
Vinland Valley Aerodrome,Baldwin City,US,,KK64
Dighton Airport,Dighton,US,,KK65
Oswego Municipal Airport,Oswego,US,,KK67
Garnett Municipal Airport,Garnett,US,,KK68
Lincoln Municipal Airport,Lincoln,US,,KK71
Robert Odegaard Field,Kindred,US,,KK74
Osborne Municipal Airport,Osborne,US,,KK75
Freedom Municipal Airport,Freedom,US,,KK77
Abilene Municipal Airport,Abilene,US,,KK78
Jetmore Municipal Airport,Jetmore,US,,KK79
Miami County Airport,Paola,US,,KK81
Smith Center Municipal Airport,Smith Center,US,,KK82
Sabetha Municipal Airport,Sabetha,US,,KK83
Hiawatha Municipal Airport,Hiawatha,US,,KK87
Allen County Airport,Iola,US,,KK88
Macon-Fower Memorial Airport,Macon,US,,KK89
Horton Municipal Airport,Horton,US,,KK91
Rush County Airport,La Crosse,US,,KK94
Tuscola Airport,Tuscola,US,,KK96
Allison Municipal Airport,Allison,US,,KK98
Chignik Lagoon Airport,Chignik Lagoon,US,KCL,KKCL
Colorado Creek Airport,Colorado Creek,US,KCR,KKCR
Nanwalek Airport,Nanwalek,US,KEB,KKEB
Ekwok Airport,Ekwok,US,KEK,KKEK
Glacier Creek Airport,Glacier Creek,US,KGZ,KKGZ
Mesa Del Rey Airport,King City,US,KIC,KKIC
Ekuk Airport,Ekuk,US,KKU,KKKU
Southwest Washington Regional Airport,Kelso,US,KLS,KKLS
Kanab Municipal Airport,Kanab,US,KNB,KKNB
Hancock County/Ron Lewis Field,Lewisport,US,,KKY8
Rosamond Skypark Airport,Rosamond,US,,KL00
Kern Valley Airport,Kernville,US,,KL05
Furnace Creek Airport,Death Valley National Park,US,DTH,KL06
Borrego Valley Airport,Borrego Springs,US,BXS,KL08
Stovepipe Wells Airport,Death Valley National Park,US,,KL09
Taft-Kern County Airport,Taft,US,,KL17
Fallbrook Community Airpark,Fallbrook,US,,KL18
Wasco-Kern County Airport,Wasco,US,,KL19
Coal Creek Airport,Yukon Charley Rivers,US,,KL20
Yucca Valley Airport,Yucca Valley,US,,KL22
Pahute Mesa Airstrip,Mercury,US,,KL23
Pearce Ferry Airport,Meadview,US,,KL25
Hesperia Airport,Hesperia,US,,KL26
St Tammany Regional Airport,Covington,US,,KL31
Jonesville Airport,Jonesville,US,,KL32
Tensas Parish Airport,St Joseph,US,,KL33
Big Bear City Airport,Big Bear City,US,RBF,KL35
Rio Linda Airport,Rio Linda,US,,KL36
Grand Canyon Caverns Airport,Peach Springs,US,PGS,KL37
Leesville Airport,Leesville,US,,KL39
Marble Canyon Airport,Marble Canyon,US,MYH,KL41
Bakersfield Municipal Airport,Bakersfield,US,,KL45
Heller Farm Airport,Winifred,US,,KL51
Oceano County Airport,Oceano,US,,KL52
Lodi Airpark,Lodi,US,,KL53
Agua Caliente Springs Airport,Agua Caliente Springs,US,,KL54
Shoshone Airport,Shoshone,US,,KL61
Elk Hills-Buttonwillow Airport,Buttonwillow,US,,KL62
Perris Valley Airport,Perris,US,,KL65
Pollock Municipal Airport,Pollock,US,,KL66
Agua Dulce Airport,Agua Dulce,US,,KL70
California City Municipal Airport,California City,US,,KL71
Trona Airport,Trona,US,TRH,KL72
Poso-Kern County Airport,Famoso,US,,KL73
Chiriaco Summit Airport,Chiriaco Summit,US,,KL77
Jacumba Airport,Jacumba,US,,KL78
Thibodaux Municipal Airport,Thibodaux,US,,KL83
New Cuyama Airport,New Cuyama,US,,KL88
Ocotillo Airport,Ocotillo Wells,US,,KL90
Alamo Landing Field,Alamo,US,,KL92
Mountain Valley Airport,Tehachapi,US,,KL94
Feliciana Airpark,Jackson,US,,KLA3
Southeast Colorado Regional Airport,Lamar,US,LAA,KLAA
Purdue University Airport,Lafayette,US,LAF,KLAF
Lakeland Linder International Airport,Lakeland,US,LAL,KLAL
Los Alamos Airport,Los Alamos,US,LAM,KLAM
Capital Region International Airport,Lansing,US,LAN,KLAN
Laramie Regional Airport,Laramie,US,LAR,KLAR
Harry Reid International Airport,Las Vegas,US,LAS,KLAS
Lawton-Fort Sill Regional Airport,Lawton,US,LAW,KLAW
Los Angeles International Airport,Los Angeles,US,LAX,KLAX
Lubbock Preston Smith International Airport,Lubbock,US,LBB,KLBB
Arnold Palmer Regional Airport,Latrobe,US,LBE,KLBE
North Platte Regional/Lee Bird Field,North Platte,US,LBF,KLBF
Liberal Mid-America Regional Airport,Liberal,US,LBL,KLBL
Floyd W Jones Lebanon Airport,Lebanon,US,,KLBO
Clarksville/Red River Cty-J D Trissell Field,Clarksville,US,,KLBR
Lumberton Regional Airport,Lumberton,US,LBT,KLBT
Texas Gulf Coast Regional Airport,Angleton/Lake Jackson,US,LJN,KLBX
Left Coulee Airport,Winifred,US,,KLC0
Wayne Municipal/Stan Morris Field,Wayne,US,,KLCG
Lake Charles Regional Airport,Lake Charles,US,LCH,KLCH
Laconia Municipal Airport,Laconia,US,LCI,KLCI
Rickenbacker International Airport,Columbus,US,LCK,KLCK
Lake City Gateway Airport,Lake City,US,LCQ,KLCQ
Linden Airport,Linden,US,LDJ,KLDJ
Mason County Airport,Ludington,US,LDM,KLDM
Lebanon Municipal Airport,Lebanon,US,LEB,KLEB
Leesburg International Airport,Leesburg,US,LEE,KLEE
Lemmon Municipal Airport,Lemmon,US,LEM,KLEM
Auburn/Lewiston Municipal Airport,Auburn/Lewiston,US,LEW,KLEW
Blue Grass Airport,Lexington,US,LEX,KLEX
Langley Afb Airport,Hampton,US,LFI,KLFI
Angelina County Airport,Lufkin,US,LFK,KLFK
Lafayette Regional/Paul Fournet Field,Lafayette,US,LFT,KLFT
Laguardia Airport,New York,US,LGA,KLGA
Long Beach (Daugherty Field) Airport,Long Beach,US,LGB,KLGB
Lagrange/Callaway Airport,Lagrange,US,LGC,KLGC
La Grande/Union County Airport,La Grande,US,LGD,KLGD
Laguna Army Air Field (Yuma Proving Ground) Airport,Yuma Proving Ground (Yuma),US,LGF,KLGF
Logan-Cache Airport,Logan,US,LGU,KLGU
Hearne Municipal Airport,Hearne,US,,KLHB
Lincoln Regional/Karl Harder Field,Lincoln,US,,KLHM
Fairfield County Airport,Lancaster,US,,KLHQ
William T Piper Memorial Airport,Lock Haven,US,LHV,KLHV
Wright Army Air Field (Fort Stewart)/Midcoast Regional Airport,Fort Stewart (Hinesville),US,LIY,KLHW
La Junta Municipal Airport,La Junta,US,,KLHX
Triangle North Executive Airport,Louisburg,US,LFN,KLHZ
Limon Municipal Airport,Limon,US,LIC,KLIC
Bill And Hillary Clinton Ntl/Adams Field,Little Rock,US,LIT,KLIT
Littlefield Taylor Brown Municipal Airport,Littlefield,US,,KLIU
Litchfield Municipal Airport,Litchfield,US,,KLJF
Lake Placid Airport,Lake Placid,US,LKP,KLKP
Lancaster County-Mc Whirter Field,Lancaster,US,,KLKR
Louisa County/Freeman Field,Louisa,US,LOW,KLKU
Lake County Airport,Lakeview,US,LKV,KLKV
Challis Airport,Challis,US,CHL,KLLJ
Levelland Municipal Airport,Levelland,US,,KLLN
Monticello Municipal/Ellis Field,Monticello,US,,KLLQ
Little River Airport,Little River,US,,KLLR
Lamar Municipal Airport,Lamar,US,,KLLU
Vance Brand Airport,Longmont,US,,KLMO
Louisville/Winston County Airport,Louisville,US,LMS,KLMS
Crater Lake/Klamath Regional Airport,Klamath Falls,US,LMT,KLMT
Palm Beach County Park Airport,West Palm Beach,US,LNA,KLNA
Lancaster Regional Airport,Lancaster,US,,KLNC
Hunt Field,Lander,US,LND,KLND
Lincoln Airport,Lincoln,US,LNK,KLNK
Kings Land O' Lakes Airport,Land O' Lakes,US,,KLNL
Lake County Executive Airport,Willoughby,US,LNN,KLNN
Lonesome Pine Airport,Wise,US,LNP,KLNP
Tri-County Regional Airport,Lone Rock,US,LNR,KLNR
Lancaster Airport,Lancaster,US,LNS,KLNS
Derby Field,Lovelock,US,LOL,KLOL
Wings Field,Philadelphia,US,BBX,KLOM
Lewis University Airport,Chicago/Romeoville,US,LOT,KLOT
Bowman Field,Louisville,US,LOU,KLOU
London/Corbin/Magee Airport,London,US,LOZ,KLOZ
Lompoc Airport,Lompoc,US,LPC,KLPC
Lorain County Regional Airport,Lorain/Elyria,US,,KLPR
Pickens County Airport,Pickens,US,LQK,KLQK
Larned-Pawnee County Airport,Larned,US,,KLQR
Laredo International Airport,Laredo,US,LRD,KLRD
Little Rock Afb Airport,Jacksonville,US,LRF,KLRF
Lincoln Regional Airport,Lincoln,US,,KLRG
Le Mars Municipal Airport,Le Mars,US,LRJ,KLRJ
Mt Pleasant Regional-Faison Field,Mount Pleasant,US,,KLRO
Las Cruces International Airport,Las Cruces,US,LRU,KLRU
Lawrence Smith Memorial Airport,Harrisonville,US,,KLRY
Lordsburg Municipal Airport,Lordsburg,US,LSB,KLSB
La Crosse Regional Airport,La Crosse,US,LSE,KLSE
Lawson Army Air Field (Fort Moore) Airport,Fort Moore (Columbus),US,LSF,KLSF
Lusk Municipal Airport,Lusk,US,LSK,KLSK
Los Banos Municipal Airport,Los Banos,US,LSN,KLSN
Nellis Afb Airport,Las Vegas,US,LSV,KLSV
Altus Afb Airport,Altus,US,LTS,KLTS
Liberty County Airport,Chester,US,,KLTY
Luray Caverns Airport,Luray,US,,KLUA
Decatur Municipal Airport,Decatur,US,,KLUD
Luke Afb Airport,Glendale,US,LUF,KLUF
Ellington Airport,Lewisburg,US,,KLUG
Cincinnati Municipal/Lunken Field,Cincinnati,US,LUK,KLUK
Hesler-Noble Field,Laurel,US,LUL,KLUL
Menomonie Municipal/Score Field,Menomonie,US,,KLUM
Lamesa Municipal Airport,Lamesa,US,,KLUV
Laurens County Airport,Laurens,US,,KLUX
Pearland Regional Airport,Houston,US,,KLVJ
Livermore Municipal Airport,Livermore,US,LVK,KLVK
Brunswick County Airport,Lawrenceville,US,LVL,KLVL
Mission Field,Livingston,US,LVM,KLVM
Airlake Airport,Minneapolis,US,,KLVN
Las Vegas Municipal Airport,Las Vegas,US,LVS,KLVS
South Haven Area Regional Airport,South Haven,US,,KLWA
Greenbrier Valley Airport,Lewisburg,US,LWB,KLWB
Lawrence Regional Airport,Lawrence,US,LWC,KLWC
Lamoni Municipal Airport,Lamoni,US,,KLWD
Wells Municipal/Harriet Field,Wells,US,LWL,KLWL
Lawrence Municipal Airport,Lawrence,US,LWM,KLWM
Lewiston/Nez Perce County Airport,Lewiston,US,LWS,KLWS
Lewistown Municipal Airport,Lewistown,US,LWT,KLWT
Lawrenceville-Vincennes International Airport,Lawrenceville,US,LWV,KLWV
Little Falls/Morrison County-Lindbergh Field,Little Falls,US,,KLXL
Jim Kelly Field,Lexington,US,LXN,KLXN
Lee's Summit Municipal Airport,Lee'S Summit,US,,KLXT
Lake County Airport,Leadville,US,LXV,KLXV
Mexia-Limestone County Airport,Mexia,US,,KLXY
Lynchburg Regional/Preston Glenn Field,Lynchburg,US,LYH,KLYH
Lyons-Rice County Municipal Airport,Lyons,US,LYO,KLYO
Quentin Aanenson Field,Luverne,US,,KLYV
Danielson Airport,Danielson,US,,KLZD
Gwinnett County/Briscoe Field,Lawrenceville,US,LZU,KLZU
Lampasas Airport,Lampasas,US,,KLZZ
General Dewitt Spain Airport,Memphis,US,,KM01
Dickson Municipal Airport,Dickson,US,,KM02
Covington Municipal Airport,Covington,US,,KM04
Caruthersville Memorial Airport,Caruthersville,US,,KM05
William L Whitehurst Field,Bolivar,US,,KM08
Mountainair Municipal Airport,Mountainair,US,,KM10
Copiah County Airport,Crystal Springs,US,,KM11
Steele Municipal Airport,Steele,US,,KM12
Poplarville/Pearl River County Airport,Poplarville,US,PCU,KM13
James Tucker Airport,Linden,US,,KM15
Bolivar Municipal Airport,Bolivar,US,,KM17
Hope Municipal Airport,Hope,US,,KM18
Newport Regional Airport,Newport,US,,KM19
Leitchfield-Grayson County Airport,Leitchfield,US,,KM20
Muhlenberg County Airport,Greenville,US,,KM21
Bill Pugh Field,Russellville,US,,KM22
James H Easom Field,Newton,US,,KM23
Dean Griffin Memorial Airport,Wiggins,US,,KM24
Mayfield Graves County Airport,Mayfield,US,,KM25
Drummond Airport,Drummond,US,DRU,KM26
Waldron Municipal Airport,Waldron,US,,KM27
Mid Continent Airport,Hayti,US,,KM28
Hassell Field,Clifton,US,,KM29
Metropolis Municipal Airport,Metropolis,US,,KM30
Arnold Field,Halls,US,,KM31
Lake Village Municipal Airport,Lake Village,US,,KM32
Kentucky Dam State Park Airport,Calvert City,US,,KM34
Frank Federer Memorial Airport,Brinkley,US,,KM36
Ruleville-Drew Airport,Drew,US,,KM37
Hazel Green Airport,Hazel Green,US,,KM38
Monroe County Airport,Aberdeen/Amory,US,,KM40
Holly Springs-Marshall County Airport,Holly Springs,US,,KM41
Russian Flat Airport,Russian Flat,US,,KM42
Prentiss-Jefferson Davis County Airport,Prentiss,US,,KM43
Houston Municipal Airport,Houston,US,,KM44
Alpine County Airport,Markleeville,US,,KM45
Colstrip Airport,Colstrip,US,,KM46
Houston Memorial Airport,Houston,US,,KM48
Boardman Airport,Boardman,US,,KM50
Oktibbeha Airport,Starkville,US,,KM51
Humboldt Municipal Airport,Humboldt,US,,KM53
Lebanon Municipal Airport,Lebanon,US,,KM54
Lamar County Airport,Vernon,US,,KM55
Richton-Perry County Airport,Richton,US,,KM59
Woodruff County Airport,Augusta,US,,KM60
Edward F Johnson Airport,Ishpeming,US,,KM61
Alfred Schroeder Field,Hillsboro,US,,KM66
Pocahontas Municipal Airport,Pocahontas,US,,KM70
Greensfield Airport,Moscow Mills,US,,KM71
New Albany/Union County Airport,New Albany,US,,KM72
Almyra Municipal Airport,Almyra,US,,KM73
Bald Knob Municipal Airport,Bald Knob,US,,KM74
Malta Airport,Malta,US,MLK,KM75
Howard County Airport,Nashville,US,,KM77
Malvern Municipal Airport,Malvern,US,,KM78
John H Hooks Jr Memorial Airport,Rayville,US,,KM79
Scott Airport,Tallulah,US,,KM80
Mccharen Field,West Point,US,,KM83
Gideon Memorial Airport,Gideon,US,,KM85
Walle Field,Pullman,US,,KM86
Springfield Robertson County Airport,Springfield,US,,KM91
Houston County Airport,Mc Kinnon,US,,KM93
Desert Aire Regional Airport,Mattawa,US,,KM94
Richard Arthur Field,Fayette,US,,KM95
Shady Lane Airport,St Johns,US,,KM99
Macon Downtown Airport,Macon,US,MAC,KMAC
Madera Municipal Airport,Madera,US,MAE,KMAE
Midland International Air And Space Port Airport,Midland,US,MAF,KMAF
Marianna Municipal Airport,Marianna,US,,KMAI
Malone-Dufort Airport,Malone,US,,KMAL
Nampa Municipal Airport,Nampa,US,,KMAN
Marion County Airport,Marion,US,,KMAO
Malden Regional Airport,Malden,US,MAW,KMAW
Mobridge Municipal Airport,Mobridge,US,MBG,KMBG
Manistee County/Blacker Airport,Manistee,US,MBL,KMBL
Bruce Campbell Field,Madison,US,DXE,KMBO
Mbs International Airport,Saginaw,US,MBS,KMBS
Murfreesboro Municipal Airport,Murfreesboro,US,,KMBT
Omar N Bradley Airport,Moberly,US,MBY,KMBY
Mc Comb/Pike County/John E Lewis Field,Mc Comb,US,MCB,KMCB
Mc Clellan Airfield,Sacramento,US,MCC,KMCC
Mackinac Island Airport,Mackinac Island,US,MCD,KMCD
Merced Yosemite Regional Airport,Merced,US,MCE,KMCE
Macdill Afb Airport,Tampa,US,MCF,KMCF
Kansas City International Airport,Kansas City,US,MCI,KMCI
Mc Cook Ben Nelson Regional Airport,Mc Cook,US,MCK,KMCK
Middle Georgia Regional Airport,Macon,US,MCN,KMCN
Orlando International Airport,Orlando,US,MCO,KMCO
Mason City Municipal Airport,Mason City,US,MCW,KMCW
White County Airport,Monticello,US,,KMCX
Martin County Airport,Williamston,US,,KMCZ
Massey Aerodrome,Massey,US,,KMD1
Midland Airpark,Midland,US,MDD,KMDD
Mooreland Municipal Airport,Mooreland,US,,KMDF
Southern Illinois Airport,Carbondale/Murphysboro,US,MDH,KMDH
Huntsville Executive Tom Sharp Jr Field,Huntsville,US,,KMDQ
Madison Municipal Airport,Madison,US,XMD,KMDS
Harrisburg International Airport,Harrisburg,US,MDT,KMDT
Chicago Midway International Airport,Chicago,US,MDW,KMDW
Taylor County Airport,Medford,US,MDF,KMDZ
Cutler Regional Airport,Cutler,US,,KME2
Banks Airport,Swans Island,US,,KME5
Wales Airport,Wales,US,,KME6
Laurinburg/Maxton Airport,Maxton,US,MXE,KMEB
Key Field,Meridian,US,MEI,KMEI
Meade Municipal Airport,Meade,US,,KMEJ
Memphis International Airport,Memphis,US,MEM,KMEM
Castle Airport,Atwater,US,MER,KMER
Minden-Tahoe Airport,Minden,US,MEV,KMEV
James G Whiting Memorial Field,Mapleton,US,,KMEY
Mena Intermountain Municipal Airport,Mena,US,UMZ,KMEZ
Mansfield Lahm Regional Airport,Mansfield,US,MFD,KMFD
Mc Allen International Airport,Mc Allen,US,MFE,KMFE
Marshfield Municipal Airport,Marshfield,US,MFI,KMFI
Rogue Valley International - Medford Airport,Medford,US,MFR,KMFR
Accomack County Airport,Melfa,US,MFV,KMFV
Michigan City Municipal-Phillips Field,Michigan City,US,MGC,KMGC
Dobbins Arb Airport,Marietta,US,MGE,KMGE
Maple Lake Municipal-Bill Mavencamp Sr Field,Maple Lake,US,,KMGG
Orange County Airport,Montgomery,US,MGJ,KMGJ
Montgomery Regional (Dannelly Field) Airport,Montgomery,US,MGM,KMGM
Harbor Springs Airport,Harbor Springs,US,,KMGN
Moultrie Municipal Airport,Moultrie,US,MGR,KMGR
Morgantown Municipal/Walter L Bill Hart Field,Morgantown,US,MGW,KMGW
Dayton/Wright Brothers Airport,Dayton,US,MGY,KMGY
Mitchell Municipal Airport,Mitchell,US,MHE,KMHE
Manhattan Regional Airport,Manhattan,US,MHK,KMHK
Marshall Memorial Municipal Airport,Marshall,US,MHL,KMHL
John Edwin Jones Sr Field/Metter Municipal Airport,Metter,US,,KMHP
Sacramento Mather Airport,Sacramento,US,MHR,KMHR
Manchester Boston Regional Airport,Manchester,US,MHT,KMHT
Mojave Air & Space Port/Rutan Field,Mojave,US,MHV,KMHV
Denton Farms Airport,Clare,US,,KMI1
Miami International Airport,Miami,US,MIA,KMIA
Minot Afb Airport,Minot,US,MIB,KMIB
Crystal Airport,Minneapolis,US,MIC,KMIC
Delaware County Regional Airport,Muncie,US,MIE,KMIE
Miami Regional Airport,Miami,US,MIO,KMIO
Shafter-Minter Field,Shafter,US,MIT,KMIT
Millville Municipal Airport,Millville,US,MIV,KMIV
Marshalltown Municipal Airport,Marshalltown,US,MIW,KMIW
Picayune Municipal Airport,Picayune,US,,KMJD
Jackson Municipal Airport,Jackson,US,MJQ,KMJQ
Ocean County Airport,Toms River,US,MJX,KMJX
Miller Municipal Airport,Miller,US,,KMKA
Charles B Wheeler Downtown Airport,Kansas City,US,MKC,KMKC
General Mitchell International Airport,Milwaukee,US,MKE,KMKE
Muskegon County Airport,Muskegon,US,MKG,KMKG
Mountain Empire Airport,Marion/Wytheville,US,,KMKJ
Mc Kellar-Sipes Regional Airport,Jackson,US,MKL,KMKL
Comanche County-City Airport,Comanche,US,,KMKN
Muskogee-Davis Regional Airport,Muskogee,US,MKO,KMKO
Berkeley County Airport,Moncks Corner,US,,KMKS
Mankato Regional Airport,Mankato,US,MKT,KMKT
Marksville Municipal Airport,Marksville,US,,KMKV
Marco Island Executive Airport,Marco Island,US,MRK,KMKY
Melbourne Orlando International Airport,Melbourne,US,MLB,KMLB
Mc Alester Regional Airport,Mc Alester,US,MLC,KMLC
Malad City Airport,Malad City,US,MLD,KMLD
Millard Airport,Omaha,US,MIQ,KMLE
Milford Municipal/Ben And Judy Briscoe Field,Milford,US,MLF,KMLF
Quad Cities International Airport,Moline,US,MLI,KMLI
Baldwin County Regional Airport,Milledgeville,US,MLJ,KMLJ
Frank Wiley Field,Miles City,US,MLS,KMLS
Millinocket Municipal Airport,Millinocket,US,MLT,KMLT
Monroe Regional Airport,Monroe,US,MLU,KMLU
Mammoth Yosemite Airport,Mammoth Lakes,US,MMH,KMMH
Mcminn County Airport,Athens,US,MMI,KMMI
Meriden Markham Municipal Airport,Meriden,US,,KMMK
Southwest Minnesota Regional Marshall/Ryan Field,Marshall,US,MML,KMML
Selfs Airport,Marks,US,MMS,KMMS
Mc Entire Jngb Airport,Eastover,US,MMT,KMMT
Morristown Municipal Airport,Morristown,US,MMU,KMMU
Mc Minnville Municipal Airport,Mc Minnville,US,,KMMV
Minden Airport,Minden,US,,KMNE
Mountain View Airport,Mountain View,US,,KMNF
Santee Cooper Regional Airport,Manning,US,,KMNI
Menominee Regional Airport,Menominee,US,MNM,KMNM
Marion Municipal Airport,Marion,US,MNN,KMNN
Monroe County Airport,Madisonville,US,,KMNV
Hamilton Municipal Airport,Hamilton,US,,KMNZ
Richland Municipal Airport,Richland,US,,KMO1
Flying Bar H Ranch Airport,Springfield,US,,KMO2
Stockton Municipal Airport,Stockton,US,,KMO3
Bollinger-Crass Memorial Airport,Van Buren,US,,KMO5
North Central Missouri Regional Airport,Brookfield,US,,KMO8
Kingsley Airfield,Miller,US,,KMO9
Mobile Regional Airport,Mobile,US,MOB,KMOB
Modesto City-County-Harry Sham Field,Modesto,US,MOD,KMOD
Mount Pleasant Municipal Airport,Mount Pleasant,US,MOP,KMOP
Moore-Murrell Airport,Morristown,US,MOR,KMOR
Moses Point Airport,Elim,US,MOS,KMOS
Minot International Airport,Minot,US,MOT,KMOT
Morris Municipal/Charlie Schmidt Field,Morris,US,MOX,KMOX
Philadelphia Municipal Airport,Philadelphia,US,,KMPE
Marshall County Airport,Moundsville,US,,KMPG
Mariposa-Yosemite Airport,Mariposa,US,RMY,KMPI
Petit Jean Park Airport,Morrilton,US,MPJ,KMPJ
Pocono Mountains Regional Airport,Mount Pocono,US,MPO,KMPO
Mc Pherson Airport,Mc Pherson,US,MPR,KMPR
Edward F Knapp State Airport,Barre/Montpelier,US,MPV,KMPV
Mount Pleasant Municipal Airport,Mount Pleasant,US,MPZ,KMPZ
Macomb Municipal Airport,Macomb,US,MQB,KMQB
Dare County Regional Airport,Manteo,US,MEO,KMQI
Indianapolis Regional Airport,Indianapolis,US,,KMQJ
Chester County G O Carlson Airport,Coatesville,US,CTH,KMQS
Telfair-Wheeler Airport,Mc Rae,US,MQW,KMQW
Smyrna Airport,Smyrna,US,MQY,KMQY
Eastern Wv Regional/Shepherd Field,Martinsburg,US,MRB,KMRB
Maury County Regional Airport,Columbia/Mount Pleasant,US,MRC,KMRC
Marfa Municipal Airport,Marfa,US,MRF,KMRF
Michael J Smith Field,Beaufort,US,,KMRH
Iowa County Airport,Mineral Point,US,,KMRJ
Foothills Regional Airport,Morganton,US,MRN,KMRN
Union County Airport,Marysville,US,,KMRT
Monterey Regional Airport,Monterey,US,MRY,KMRY
Eagles Ridge Airport,Hernando,US,,KMS9
Northwest Alabama Regional Airport,Muscle Shoals,US,MSL,KMSL
Dane County Regional/Truax Field,Madison,US,MSN,KMSN
Missoula Montana Airport,Missoula,US,MSO,KMSO
Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,US,MSP,KMSP
Massena International-Richards Field,Massena,US,MSS,KMSS
Sullivan County International Airport,Monticello,US,MSV,KMSV
Louis Armstrong New Orleans International Airport,New Orleans,US,MSY,KMSY
Knox Ridge Airport,Winifred,US,,KMT3
Selfridge Angb Airport,Mount Clemens,US,MTC,KMTC
Metro Field,Fairbanks,US,MTX,KMTF
The Florida Keys Marathon International Airport,Marathon,US,MTH,KMTH
Montrose Regional Airport,Montrose,US,MTJ,KMTJ
Martin State Airport,Baltimore,US,MTN,KMTN
Coles County Memorial Airport,Mattoon/Charleston,US,MTO,KMTO
Montauk Airport,Montauk,US,MTP,KMTP
Blue Ridge Airport,Martinsville,US,,KMTV
Manitowoc County Airport,Manitowoc,US,MTW,KMTW
Muir Army Air Field (Fort Indiantown Gap) Airport,Fort Indiantown Gap (Annville),US,MUI,KMUI
Spence Airport,Moultrie,US,MUL,KMUL
Mountain Home Afb Airport,Mountain Home,US,MUO,KMUO
Muscatine Municipal Airport,Muscatine,US,MUT,KMUT
Monroe County Aeroplex Airport,Monroeville,US,MVC,KMVC
Montevideo-Chippewa County Airport,Montevideo,US,MVE,KMVE
Monte Vista Municipal Airport,Monte Vista,US,,KMVI
Morrisville-Stowe State Airport,Morrisville,US,MVL,KMVL
Machias Valley Airport,Machias,US,,KMVM
Mount Vernon Airport,Mount Vernon,US,MVN,KMVN
Martha's Vineyard Airport,Vineyard Haven,US,MVY,KMVY
Veterans Airport Of Southern Illinois Airport,Marion,US,MWA,KMWA
Lawrence J Timmerman Airport,Milwaukee,US,MWC,KMWC
Grant County International Airport,Moses Lake,US,MWH,KMWH
Mount Airy/Surry County Airport,Mount Airy,US,,KMWK
Mineral Wells Regional Airport,Mineral Wells,US,MWL,KMWL
Windom Municipal Airport,Windom,US,MWM,KMWM
Middletown Regional/Hook Field,Middletown,US,MWO,KMWO
Manila Municipal Airport,Manila,US,MXA,KMXA
Maxwell Afb Airport,Montgomery,US,MXF,KMXF
Monticello Regional Airport,Monticello,US,MXO,KMXO
Montgomery-Gibbs Executive Airport,San Diego,US,MYF,KMYF
Mexico Memorial Airport,Mexico,US,,KMYJ
May Creek Airport,May Creek,US,MYK,KMYK
Mc Call Municipal Airport,Mc Call,US,MYL,KMYL
Myrtle Beach International Airport,Myrtle Beach,US,MYR,KMYR
Yuba County Airport,Marysville,US,MYV,KMYV
Marysville Municipal Airport,Marysville,US,,KMYZ
Moose Lake Carlton County Airport,Moose Lake,US,,KMZH
Pinal Airpark,Marana,US,MZJ,KMZJ
